country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value,fetched_at
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",19-09-2026 20:00:00,13.1662,80.2584,CO,24,29,26,2026-09-19T15:49:00.745529+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",19-09-2026 20:00:00,13.164544,80.26285,PM2.5,13,42,26,2026-09-19T15:49:00.745529+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",19-09-2026 20:00:00,13.164544,80.26285,NH3,6,6,6,2026-09-19T15:49:00.745529+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",19-09-2026 20:00:00,13.0052189,80.2398125,PM2.5,34,34,34,2026-09-19T15:49:00.745529+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",19-09-2026 20:00:00,13.0052189,80.2398125,PM10,62,121,90,2026-09-19T15:49:00.745529+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",19-09-2026 20:00:00,13.0052189,80.2398125,NO2,11,13,12,2026-09-19T15:49:00.745529+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",19-09-2026 20:00:00,13.1662,80.2584,NO2,NA,NA,NA,2026-09-19T15:49:00.745529+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",19-09-2026 20:00:00,13.1662,80.2584,NH3,NA,NA,NA,2026-09-19T15:49:00.745529+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",19-09-2026 20:00:00,13.164544,80.26285,NO2,10,10,10,2026-09-19T15:49:00.745529+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",19-09-2026 20:00:00,13.164544,80.26285,SO2,4,17,6,2026-09-19T15:49:00.745529+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",19-09-2026 20:00:00,13.1662,80.2584,PM2.5,NA,NA,NA,2026-09-19T15:49:00.745529+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",19-09-2026 20:00:00,13.1662,80.2584,OZONE,NA,NA,NA,2026-09-19T15:49:00.745529+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",19-09-2026 20:00:00,13.164544,80.26285,CO,14,48,29,2026-09-19T15:49:00.745529+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",19-09-2026 20:00:00,13.0052189,80.2398125,CO,NA,NA,NA,2026-09-19T15:49:00.745529+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",19-09-2026 20:00:00,13.0052189,80.2398125,OZONE,9,13,11,2026-09-19T15:49:00.745529+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",19-09-2026 21:00:00,13.1662,80.2584,PM2.5,NA,NA,NA,2026-09-19T16:50:45.949539+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",19-09-2026 21:00:00,13.1662,80.2584,NH3,NA,NA,NA,2026-09-19T16:50:45.949539+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",19-09-2026 21:00:00,13.1662,80.2584,OZONE,NA,NA,NA,2026-09-19T16:50:45.949539+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",19-09-2026 21:00:00,13.0052189,80.2398125,PM2.5,34,34,34,2026-09-19T16:50:45.949539+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",19-09-2026 21:00:00,13.0052189,80.2398125,PM10,62,121,92,2026-09-19T16:50:45.949539+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",19-09-2026 21:00:00,13.0052189,80.2398125,NO2,11,13,12,2026-09-19T16:50:45.949539+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",19-09-2026 21:00:00,13.1662,80.2584,CO,24,30,27,2026-09-19T16:50:45.949539+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",19-09-2026 21:00:00,13.164544,80.26285,NH3,6,6,6,2026-09-19T16:50:45.949539+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",19-09-2026 21:00:00,13.164544,80.26285,SO2,4,17,6,2026-09-19T16:50:45.949539+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",19-09-2026 21:00:00,13.164544,80.26285,CO,18,48,31,2026-09-19T16:50:45.949539+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",19-09-2026 21:00:00,13.164544,80.26285,OZONE,10,16,13,2026-09-19T16:50:45.949539+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",19-09-2026 21:00:00,13.0052189,80.2398125,CO,NA,NA,NA,2026-09-19T16:50:45.949539+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",20-09-2026 00:00:00,13.1662,80.2584,PM2.5,NA,NA,NA,2026-09-19T19:01:17.606558+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",20-09-2026 00:00:00,13.1662,80.2584,OZONE,NA,NA,NA,2026-09-19T19:01:17.606558+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",20-09-2026 00:00:00,13.164544,80.26285,PM2.5,9,42,22,2026-09-19T19:01:17.606558+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",20-09-2026 00:00:00,13.164544,80.26285,NO2,10,10,10,2026-09-19T19:01:17.606558+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",20-09-2026 00:00:00,13.0052189,80.2398125,NH3,NA,NA,NA,2026-09-19T19:01:17.606558+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",20-09-2026 00:00:00,13.0052189,80.2398125,SO2,5,8,6,2026-09-19T19:01:17.606558+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",20-09-2026 00:00:00,13.0052189,80.2398125,CO,NA,NA,NA,2026-09-19T19:01:17.606558+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",20-09-2026 00:00:00,13.1662,80.2584,CO,25,31,28,2026-09-19T19:01:17.606558+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",20-09-2026 00:00:00,13.164544,80.26285,OZONE,10,16,13,2026-09-19T19:01:17.606558+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",20-09-2026 00:00:00,13.0052189,80.2398125,OZONE,8,12,9,2026-09-19T19:01:17.606558+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",20-09-2026 00:00:00,13.1662,80.2584,PM10,NA,NA,NA,2026-09-19T19:01:17.606558+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",20-09-2026 02:00:00,13.1662,80.2584,PM2.5,NA,NA,NA,2026-09-19T21:49:04.006464+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",20-09-2026 02:00:00,13.1662,80.2584,PM10,NA,NA,NA,2026-09-19T21:49:04.006464+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",20-09-2026 02:00:00,13.1662,80.2584,NH3,NA,NA,NA,2026-09-19T21:49:04.006464+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",20-09-2026 02:00:00,13.164544,80.26285,PM10,38,87,65,2026-09-19T21:49:04.006464+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",20-09-2026 02:00:00,13.0052189,80.2398125,PM10,62,121,95,2026-09-19T21:49:04.006464+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",20-09-2026 02:00:00,13.1662,80.2584,NO2,NA,NA,NA,2026-09-19T21:49:04.006464+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",20-09-2026 02:00:00,13.1662,80.2584,OZONE,NA,NA,NA,2026-09-19T21:49:04.006464+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",20-09-2026 02:00:00,13.164544,80.26285,NO2,10,10,10,2026-09-19T21:49:04.006464+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",20-09-2026 02:00:00,13.164544,80.26285,NH3,6,6,6,2026-09-19T21:49:04.006464+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",20-09-2026 02:00:00,13.164544,80.26285,CO,24,51,38,2026-09-19T21:49:04.006464+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",20-09-2026 02:00:00,13.1662,80.2584,SO2,NA,NA,NA,2026-09-19T21:49:04.006464+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",20-09-2026 02:00:00,13.164544,80.26285,PM2.5,9,42,22,2026-09-19T21:49:04.006464+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",20-09-2026 02:00:00,13.164544,80.26285,SO2,4,8,5,2026-09-19T21:49:04.006464+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",20-09-2026 02:00:00,13.164544,80.26285,OZONE,10,16,13,2026-09-19T21:49:04.006464+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",20-09-2026 02:00:00,13.0052189,80.2398125,NO2,11,13,12,2026-09-19T21:49:04.006464+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",20-09-2026 02:00:00,13.0052189,80.2398125,CO,NA,NA,NA,2026-09-19T21:49:04.006464+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",20-09-2026 04:00:00,13.1662,80.2584,PM10,NA,NA,NA,2026-09-19T23:40:39.366017+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",20-09-2026 04:00:00,13.164544,80.26285,CO,24,51,37,2026-09-19T23:40:39.366017+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",20-09-2026 04:00:00,13.0052189,80.2398125,PM2.5,34,34,34,2026-09-19T23:40:39.366017+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",20-09-2026 04:00:00,13.1662,80.2584,NO2,NA,NA,NA,2026-09-19T23:40:39.366017+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",20-09-2026 04:00:00,13.1662,80.2584,CO,30,31,30,2026-09-19T23:40:39.366017+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",20-09-2026 04:00:00,13.164544,80.26285,PM10,38,87,64,2026-09-19T23:40:39.366017+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",20-09-2026 04:00:00,13.0052189,80.2398125,PM10,62,121,95,2026-09-19T23:40:39.366017+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",20-09-2026 04:00:00,13.1662,80.2584,NH3,NA,NA,NA,2026-09-19T23:40:39.366017+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",20-09-2026 04:00:00,13.1662,80.2584,SO2,NA,NA,NA,2026-09-19T23:40:39.366017+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",20-09-2026 04:00:00,13.164544,80.26285,OZONE,11,16,14,2026-09-19T23:40:39.366017+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",20-09-2026 04:00:00,13.0052189,80.2398125,NH3,NA,NA,NA,2026-09-19T23:40:39.366017+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",20-09-2026 04:00:00,13.0052189,80.2398125,SO2,5,8,6,2026-09-19T23:40:39.366017+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",20-09-2026 04:00:00,13.0052189,80.2398125,CO,NA,NA,NA,2026-09-19T23:40:39.366017+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",20-09-2026 05:00:00,13.1662,80.2584,PM10,NA,NA,NA,2026-09-20T01:45:01.173714+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",20-09-2026 05:00:00,13.164544,80.26285,PM10,38,87,64,2026-09-20T01:45:01.173714+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",20-09-2026 05:00:00,13.164544,80.26285,SO2,4,8,5,2026-09-20T01:45:01.173714+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",20-09-2026 05:00:00,13.164544,80.26285,CO,20,51,36,2026-09-20T01:45:01.173714+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",20-09-2026 05:00:00,13.0052189,80.2398125,PM2.5,34,34,34,2026-09-20T01:45:01.173714+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",20-09-2026 05:00:00,13.0052189,80.2398125,OZONE,7,9,8,2026-09-20T01:45:01.173714+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",20-09-2026 05:00:00,13.1662,80.2584,CO,30,31,31,2026-09-20T01:45:01.173714+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",20-09-2026 05:00:00,13.0052189,80.2398125,PM10,62,121,95,2026-09-20T01:45:01.173714+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",20-09-2026 05:00:00,13.0052189,80.2398125,CO,NA,NA,NA,2026-09-20T01:45:01.173714+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",20-09-2026 05:00:00,13.1662,80.2584,PM2.5,NA,NA,NA,2026-09-20T01:45:01.173714+00:00
India,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",20-09-2026 05:00:00,13.1662,80.2584,NO2,NA,NA,NA,2026-09-20T01:45:01.173714+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",20-09-2026 05:00:00,13.164544,80.26285,PM2.5,9,42,22,2026-09-20T01:45:01.173714+00:00
India,Tamil Nadu,Chennai,"Manali, Chennai - CPCB",20-09-2026 05:00:00,13.164544,80.26285,NH3,6,6,6,2026-09-20T01:45:01.173714+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",20-09-2026 05:00:00,13.0052189,80.2398125,NH3,NA,NA,NA,2026-09-20T01:45:01.173714+00:00
India,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",20-09-2026 05:00:00,13.0052189,80.2398125,SO2,5,8,6,2026-09-20T01:45:01.173714+00:00
